Time, Acceleration, Velocity, Position
0, 0.00000000000000, 0.00000000000000, 0.00000000000000
1, 0.00008258524932, 0.00000412926251, 0.00000013764207
2, 0.00016517048858, 0.00001651704953, 0.00000110113652
3, 0.00024775570771, 0.00003716335955, 0.00000371633534
4, 0.00033034089666, 0.00006606819006, 0.00000880909153
5, 0.00041292604535, 0.00010323153754, 0.00001720525337
6, 0.00049551114373, 0.00014865339746, 0.00002973067781
7, 0.00057809618174, 0.00020233376427, 0.00004721120698
8, 0.00066068114930, 0.00026427263146, 0.00007047271162
9, 0.00074326603636, 0.00033446999145, 0.00010034101009
10, 0.00082585083286, 0.00041292583571, 0.00013764196403
11, 0.00090843552873, 0.00049964015467, 0.00018320145402
12, 0.00099102011391, 0.00059461293777, 0.00023784526596
13, 0.00107360457834, 0.00069784417343, 0.00030239927251
14, 0.00115618891195, 0.00080933384907, 0.00037768931761
15, 0.00123877310468, 0.00092908195113, 0.00046454136780
16, 0.00132135714648, 0.00105708846498, 0.00056378103348
17, 0.00140394102726, 0.00119335337505, 0.00067623426228
18, 0.00148652473699, 0.00133787666473, 0.00080272689233
19, 0.00156910826558, 0.00149065831641, 0.00094408475995
20, 0.00165169160299, 0.00165169831148, 0.00110113369972
21, 0.00173427473914, 0.00182099663030, 0.00127469954431
22, 0.00181685766397, 0.00199855325226, 0.00146560839093
23, 0.00189944036743, 0.00218436815572, 0.00167468526828
24, 0.00198202283944, 0.00237844131803, 0.00190275711981
25, 0.00206460506995, 0.00258077271555, 0.00215064923956
26, 0.00214718704890, 0.00279136232364, 0.00241918670771
27, 0.00222976876622, 0.00301021011661, 0.00270919677770
28, 0.00231235021184, 0.00323731606782, 0.00302150371698
29, 0.00239493137572, 0.00347268014959, 0.00335693500726
30, 0.00247751224777, 0.00371630233324, 0.00371631565966
31, 0.00256009281796, 0.00396818258908, 0.00410047042669
32, 0.00264267307620, 0.00422832088643, 0.00451022716472
33, 0.00272525301244, 0.00449671719358, 0.00494640948765
34, 0.00280783261661, 0.00477337147784, 0.00540984552305
35, 0.00289041187866, 0.00505828370551, 0.00590135859187
36, 0.00297299078853, 0.00535145384184, 0.00642177711022
37, 0.00305556933614, 0.00565288185113, 0.00697192559619
38, 0.00313814751144, 0.00596256769666, 0.00755262824708
39, 0.00322072530436, 0.00628051134068, 0.00816471394398
40, 0.00330330270486, 0.00660671274445, 0.00880900519654
41, 0.00338587970285, 0.00694117186823, 0.00948633121748
42, 0.00346845628828, 0.00728388867126, 0.01019751416031
43, 0.00355103245110, 0.00763486311180, 0.01094338562361
44, 0.00363360818123, 0.00799409514706, 0.01172476340862
45, 0.00371618346862, 0.00836158473329, 0.01254247715533
46, 0.00379875830320, 0.00873733182569, 0.01339735261257
47, 0.00388133267491, 0.00912133637850, 0.01429021552467
