Time, Acceleration, Velocity, Position
1, 0.00000329693139
2, 0.00001318772557
3, 0.00003296931393
4, 0.00006593862786
5, 0.00011539259876
6, 0.00018462815801
7, 0.00027694223702
8, 0.00039563176717
9, 0.00054399367985
10, 0.00072532490647
11, 0.00094292221793
12, 0.00120008238516
13, 0.00150010217906
14, 0.00184627837056
15, 0.00224190773057
16, 0.00269028703000
17, 0.00319471303977
18, 0.00375848253080
19, 0.00438489227399
20, 0.00507723904028
21, 0.00583881927962
22, 0.00667292944199
23, 0.00758286597735
24, 0.00857192533568
25, 0.00964340396693
26, 0.01080059832109
27, 0.01204680484811
28, 0.01338531999798
29, 0.01481944022065
30, 0.01635246196609
31, 0.01798768120288
32, 0.01972839389958
33, 0.02157789602476
34, 0.02353948354699
35, 0.02561645243484
36, 0.02781209865686
37, 0.03012971818164
38, 0.03257260697774
39, 0.03514406101373
40, 0.03784737625817
41, 0.04068584803780
42, 0.04366277167937
43, 0.04678144250960
44, 0.05004515585523
45, 0.05345720704300
46, 0.05702089139964
47, 0.06073950425190
48, 0.06461634092651
49, 0.06865469675020
50, 0.07285786704972
51, 0.07722914634956
52, 0.08177182917424
53, 0.08648921004827
54, 0.09138458349613
55, 0.09646124404236
56, 0.10172248621144
57, 0.10717160452788
58, 0.11281189351620
59, 0.11864664770090
60, 0.12467916160648
61, 0.13091272879486
62, 0.13735064282796
63, 0.14399619726769
64, 0.15085268567596
65, 0.15792340161470
66, 0.16521163864581
67, 0.17272069033121
68, 0.18045385023282
69, 0.18841441191256
70, 0.19660566893233
71, 0.20503091373115
72, 0.21369343874804
73, 0.22259653642200
74, 0.23174349919204
75, 0.24113761949717
76, 0.25078218977642
77, 0.26068050246878
78, 0.27083585001327
79, 0.28125152484890
80, 0.29193081941469
81, 0.30287702486647
82, 0.31409343236010
83, 0.32558333305144
84, 0.33735001809632
85, 0.34939677865059
86, 0.36172690587011
87, 0.37434369091072
88, 0.38725042492827
89, 0.40045039907861
90, 0.41394690451759
91, 0.42774323095769
92, 0.44184266811142
93, 0.45624850569125
94, 0.47096403340967
95, 0.48599254097919
96, 0.50133731811228
97, 0.51700165452143
98, 0.53298883991914
99, 0.54930216401789
100, 0.56594491653018
101, 0.58292038556501
102, 0.60023185923138
103, 0.61788262563829
104, 0.63587597289476
105, 0.65421518910979
106, 0.67290356239238
107, 0.69194438085154
108, 0.71134093259626
109, 0.73109650573557
110, 0.75121438837845
111, 0.77169786687039
112, 0.79255022755685
113, 0.81377475678330
114, 0.83537474089523
115, 0.85735346623809
116, 0.87971421915736
117, 0.90246028599852
118, 0.92559495310703
119, 0.94912150682837
120, 0.97304323350800
121, 0.99736341756791
122, 1.02208534343008
123, 1.04721229551647
124, 1.07274755824906
125, 1.09869441604984
126, 1.12505615334078
127, 1.15183605454385
128, 1.17903740408103
129, 1.20666348637431
130, 1.23471758584565
131, 1.26320298483367
132, 1.29212296567698
133, 1.32148081071419
134, 1.35127980228393
135, 1.38152322272480
136, 1.41221435437542
137, 1.44335647957439
138, 1.47495288066034
139, 1.50700683997187
140, 1.53952163984760
141, 1.57250056038302
142, 1.60594688167360
143, 1.63986388381483
144, 1.67425484690219
145, 1.70912305103116
146, 1.74447177629723
147, 1.78030430279588
148, 1.81662391062260
149, 1.85343387987286
150, 1.89073749064214
